"","node.degree","betweenness.centrality","closeness.centrality","node.transitivity"
"15985e5b21c459a170dacb98c2c503d3",10,406.88516771055,1.92278111059837e-05,0.8
"6ab1fd921f6ddb8f39371386bb455901",3,0.527027027027027,1.89562678899778e-05,0.666666666666667
"671fc5cee79caa17d1e54daf80f1e2d6",64,154.295944834247,1.92663378545006e-05,0.662202380952381
"f4c190387fd950de4d96fd5ffc84c652",38,2470.27190881668,1.91769263222491e-05,0.432432432432432
"3256c16e9fd07cf40ee39a27c1acb480",22,556.463713884743,1.90708673430468e-05,0.480519480519481
"1aa45332969575442e0a457ef371669d",2,0,1.91135151665743e-05,1
"6f4f43bff5df9356d2874f564bd1baef",101,434.664976621198,1.92890071947997e-05,0.57049504950495
"9a8af35bd112f35277f324e2b0199ba5",0,0,3.26411238991781e-06,NA
"2eedcb5992e784dcd0217b8cb29aa2cd",8,14.3248269784446,1.89666944844852e-05,0.5
"47a0efca35d4dbf628f5d8285e32c8ed",20,20.5363209519431,1.90992780472898e-05,0.705263157894737
"990536f951db6508290e80df7a3456d6",89,2301.9526355632,1.93042739662561e-05,0.575076608784474
"d7cf19be385fae90fc2dae3bc9d42ea0",23,1197.67229598197,1.92663378545006e-05,0.478260869565217
"0f4ff0a2757cb518bffad2222f18376b",11,519.517372602711,1.91391222798522e-05,0.727272727272727
"295d94fd5c278d3ac45c413c55d6b143",1,0,3.27001494396829e-06,NA
"d505337de288c4c7922542cff7bac346",23,3454.24103707088,1.92049164586134e-05,0.395256916996047
"ce642208dc19c153299d65fe58198902",9,0.87722172591222,1.906941266209e-05,0.861111111111111
"e3ea45332f013f77b19e9909de7d0072",0,0,3.26411238991781e-06,NA
"4e4f1228dedebaa402708cd89682f15e",0,0,3.26411238991781e-06,NA
"9c25600afc7384348df200331b85ca0a",0,0,3.26411238991781e-06,NA
"3fec08626016e02dd5e742a43007a120",2,0,1.89498019745694e-05,1
"1e71b5a68bb47e71015e79f8915246a2",23,728.792135159635,1.92115576730961e-05,0.383399209486166
"0ba372758b0ebf7a6e13ceccd86f9520",18,157.875917032835,1.90352914303118e-05,0.673202614379085
"12f837deaf5db86e4341b80a8bd1b48b",72,318.054613919386,1.9293845263361e-05,0.705399061032864
"eaa89df5008445000d65f6bf2e8aade1",14,5141.3758221193,1.92063918872201e-05,0.318681318681319
"2747fbbce7568bfdaeb3b8ac3d1ae403",56,138.256016995104,1.92444624059427e-05,0.656493506493506
"adc5ef33dc7250a1107c89f786264eb4",0,0,3.26411238991781e-06,NA
